rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
7,7,1,OLD,20181171,바울,2018-10-31,75023200,0.9,27539650,58,240543750,8799,2877,48.6,31504,216,280
8,8,-3,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,81244000,1.0,-100525500,-55.3,1671802500,8732,-10744,-55.2,192759,30,107
9,9,-2,OLD,20189067,미쓰백,2018-10-11,48992800,0.6,-6033400,-11,5911985466,6481,-1637,-20.2,705155,244,371
10,10,1,OLD,20179189,암수살인,2018-10-03,56669500,0.7,12540150,28.4,32871889798,6466,1329,25.9,3772516,289,440
1,1,0,OLD,20177538,완벽한 타인,2018-10-31,4023095950,53.6,-209917781,-5,13909022811,450294,-24451,-5.2,1664602,1313,6585
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1902230050,25.3,-181696311,-8.7,6335254613,203898,-16002,-7.3,709323,936,3662
3,3,0,OLD,20174981,창궐,2018-10-25,509413050,6.8,-150332708,-22.8,12677042340,58422,-16462,-22,1523708,650,2317
4,4,0,OLD,20181404,벽 속에 숨은 마법시계,2018-10-31,356972950,4.8,-48342800,-11.9,1303145150,42521,-5687,-11.8,169342,602,1719
5,5,0,OLD,20180987,할로윈,2018-10-31,120059350,1.6,-53932261,-31,738318013,12633,-5807,-31.5,90492,456,1060
6,6,1,OLD,20181171,바울,2018-10-31,96512050,1.3,21488850,28.6,337055800,11539,2740,31.1,43043,217,285
7,7,1,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,82886500,1.1,1642500,2,1754689000,9007,275,3.1,201766,32,125
8,8,-2,OLD,20180523,스타 이즈 본,2018-10-09,75830000,1.0,-14770050,-16.3,3737085050,8091,-1492,-15.6,425140,145,258
9,9,2,OLD,20181367,캡틴 스터비,2018-11-01,56787400,0.8,8562700,17.8,128921050,7325,969,15.2,16745,272,341
10,10,-1,OLD,20189067,미쓰백,2018-10-11,42324100,0.6,-6668700,-13.6,5954309566,5625,-856,-13.2,710780,244,354
1,1,0,OLD,20177538,완벽한 타인,2018-10-31,1431538500,47.9,-9968400,-0.7,18283426011,177435,-1702,-1,2206353,1258,6283
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,766841400,25.6,43558250,6,8510733213,89874,4834,5.7,964373,874,3477
3,3,13,OLD,20170513,동네사람들,2018-11-07,429188850,14.4,421618850,5569.6,468622850,54297,53464,6418.2,59028,666,3131
4,4,-1,OLD,20174981,창궐,2018-10-25,61597050,2.1,-47994250,-43.8,12968996390,7908,-6100,-43.5,1560984,465,1036
5,5,-1,OLD,20181171,바울,2018-10-31,45472450,1.5,-16211150,-26.3,494136500,6236,-1986,-24.2,64088,173,257
6,6,0,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,47512500,1.6,4249500,9.8,1895899000,5561,567,11.4,218197,32,186
7,7,0,OLD,20180523,스타 이즈 본,2018-10-09,29827700,1.0,-6051650,-16.9,3837229500,4045,-757,-15.8,438578,115,221
8,8,-3,OLD,20181404,벽 속에 숨은 마법시계,2018-10-31,28309900,0.9,-30870450,-52.2,1452178100,3917,-3482,-47.1,188357,267,513
9,9,0,NEW,20189869,해피 투게더,2018-11-15,16569000,0.6,16569000,100,16569000,1841,1841,100,1841,8,9
10,10,-2,OLD,20180987,할로윈,2018-10-31,13886300,0.5,-24089200,-63.4,833713063,1644,-2911,-63.9,101891,160,254
1,1,0,OLD,20177538,완벽한 타인,2018-10-31,1370107850,44.7,-61430650,-4.3,19653533861,169783,-7652,-4.3,2376136,1256,6073
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,806737250,26.3,39895850,5.2,9317470463,94697,4823,5.4,1059070,891,3383
3,3,0,OLD,20170513,동네사람들,2018-11-07,404592600,13.2,-24596250,-5.7,873215450,51055,-3242,-6,110083,693,2867
4,4,0,NEW,20179006,여곡성,2018-11-08,97311400,3.2,97311400,100,110015400,11477,11477,100,13063,191,901
5,5,0,OLD,20181171,바울,2018-10-31,63645150,2.1,18172700,40,557781650,8495,2259,36.2,72583,167,247
6,6,-2,OLD,20174981,창궐,2018-10-25,43419900,1.4,-18177150,-29.5,13012416290,5711,-2197,-27.8,1566695,413,772
7,7,-1,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,43583500,1.4,-3929000,-8.3,1939482500,5105,-456,-8.2,223302,32,186
8,8,0,NEW,20184481,성난황소,2018-11-22,40012000,1.3,40012000,100,40012000,4830,4830,100,4830,17,18
9,9,-2,OLD,20180523,스타 이즈 본,2018-10-09,23183600,0.8,-6644100,-22.3,3860413100,3243,-802,-19.8,441821,105,168
10,10,-2,OLD,20181404,벽 속에 숨은 마법시계,2018-10-31,19501400,0.6,-8808500,-31.1,1471679500,2835,-1082,-27.6,191192,218,319
1,1,0,OLD,20177538,완벽한 타인,2018-10-31,1988304437,45.3,618196587,45.1,21641838298,225144,55361,32.6,2601280,1285,6410
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1401045537,31.9,594308287,73.7,10718516000,150117,55420,58.5,1209187,960,3725
3,3,0,OLD,20170513,동네사람들,2018-11-07,457970463,10.4,53377863,13.2,1331185913,53633,2578,5,163716,715,2833
4,4,0,OLD,20179006,여곡성,2018-11-08,109309400,2.5,11998000,12.3,219324800,12119,642,5.6,25182,196,830
5,5,0,OLD,20181171,바울,2018-10-31,68812050,1.6,5166900,8.1,626593700,8224,-271,-3.2,80807,173,259
6,6,1,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,75208000,1.7,31624500,72.6,2014690500,7753,2648,51.9,231055,32,197
7,7,-1,OLD,20174981,창궐,2018-10-25,48869400,1.1,5449500,12.6,13061285690,6034,323,5.7,1572729,404,740
8,8,1,OLD,20180523,스타 이즈 본,2018-10-09,34591700,0.8,11408100,49.2,3895004800,4379,1136,35,446200,103,175
9,9,1,OLD,20181404,벽 속에 숨은 마법시계,2018-10-31,26820500,0.6,7319100,37.5,1498500000,3585,750,26.5,194777,209,314
10,10,3,OLD,20182693,구스범스: 몬스터의 역습,2018-11-07,19308500,0.4,9201400,91,44927100,2266,923,68.7,5404,139,380
1,1,0,OLD,20177538,완벽한 타인,2018-10-31,3628542801,43.5,1640238364,82.5,25270381099,407144,182000,80.8,3008424,1325,6948
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,2998080301,36.0,1597034764,114,13716596301,322326,172209,114.7,1531513,1040,4312
3,3,0,OLD,20170513,동네사람들,2018-11-07,818858399,9.8,360887936,78.8,2150044312,93877,40244,75,257593,731,2799
4,4,0,OLD,20179006,여곡성,2018-11-08,147264000,1.8,37954600,34.7,366588800,16151,4032,33.3,41333,212,681
5,5,1,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,138594000,1.7,63386000,84.3,2153284500,14889,7136,92,245944,32,203
6,6,-1,OLD,20181171,바울,2018-10-31,105485900,1.3,36673850,53.3,732079600,12195,3971,48.3,93002,192,299
7,7,0,OLD,20174981,창궐,2018-10-25,70556850,0.8,21687450,44.4,13131842540,8324,2290,38,1581053,356,588
8,8,2,OLD,20182693,구스범스: 몬스터의 역습,2018-11-07,65469800,0.8,46161300,239.1,110396900,8036,5770,254.6,13440,159,482
9,9,3,OLD,20183063,박물관이 진짜 살아있다,2018-11-08,60929500,0.7,51299100,532.7,79177750,7829,6380,440.3,10453,246,295
10,10,-1,OLD,20181404,벽 속에 숨은 마법시계,2018-10-31,62434250,0.7,35613750,132.8,1560934250,7828,4243,118.4,202605,245,374
1,1,0,OLD,20177538,완벽한 타인,2018-10-31,1028331800,41.5,-2255195450,-68.7,29582240149,127366,-239958,-65.3,3503114,1231,6318
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,930124000,37.5,-1941251300,-67.6,17518095601,109370,-202282,-64.9,1952535,1002,4195
3,3,0,OLD,20170513,동네사람들,2018-11-07,224944700,9.1,-607659450,-73,3207593162,28349,-66273,-70,380564,666,2563
4,4,0,OLD,20181171,바울,2018-10-31,54669950,2.2,-81208300,-59.8,922627800,6996,-8998,-56.3,115992,186,322
5,5,1,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,33921000,1.4,-92054000,-73.1,2313180500,3923,-9866,-71.5,263656,32,188
6,6,48,OLD,20184481,성난황소,2018-11-22,31405000,1.3,30717000,4464.7,92837000,3901,3815,4436,11420,19,19
7,7,-2,OLD,20179006,여곡성,2018-11-08,32678800,1.3,-101009700,-75.6,532956100,3832,-10832,-73.9,59829,178,513
8,8,3,OLD,20180523,스타 이즈 본,2018-10-09,19116250,0.8,-29477450,-60.7,4014591100,2579,-3564,-58,461496,99,163
9,9,1,OLD,20174981,창궐,2018-10-25,18414250,0.7,-44677700,-70.8,13213348740,2413,-4977,-67.3,1590856,297,525
10,10,0,NEW,20186822,너의 췌장을 먹고 싶어,2018-11-15,16713000,0.7,16713000,100,34980000,1857,1857,100,4029,10,10
1,1,1,OLD,20185485,보헤미안 랩소디,2018-10-31,1002547950,39.3,72423950,7.8,18520643551,119031,9661,8.8,2071566,1018,4235
2,2,-1,OLD,20177538,완벽한 타인,2018-10-31,941637350,36.9,-86694450,-8.4,30523877499,117089,-10277,-8.1,3620203,1252,6342
3,3,0,OLD,20170513,동네사람들,2018-11-07,205599750,8.1,-19344950,-8.6,3413192912,25888,-2461,-8.7,406452,687,2486
4,4,0,OLD,20181171,바울,2018-10-31,68747450,2.7,14077500,25.7,991375250,8985,1989,28.4,124977,196,340
5,5,1,OLD,20184481,성난황소,2018-11-22,43034000,1.7,11629000,37,135871000,5137,1236,31.7,16557,28,28
6,6,-1,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,36732500,1.4,2811500,8.3,2349913000,4294,371,9.5,267950,33,188
7,7,2,OLD,20174981,창궐,2018-10-25,36238650,1.4,17824400,96.8,13249587390,4255,1842,76.3,1595111,301,490
8,8,-1,OLD,20179006,여곡성,2018-11-08,27783500,1.1,-4895300,-15,560739600,3266,-566,-14.8,63095,177,502
9,9,-1,OLD,20180523,스타 이즈 본,2018-10-09,21871600,0.9,2755350,14.4,4036462700,2963,384,14.9,464459,100,163
10,10,0,NEW,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,27258000,1.1,27258000,100,27258000,2713,2713,100,2713,9,9
1,1,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,1785282250,38.4,-491560700,-21.6,4089383200,221661,-50678,-18.6,496713,1601,7772
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1037072950,22.3,66475400,6.8,20528314051,131138,11969,10,2321873,807,2595
3,3,0,OLD,20177538,완벽한 타인,2018-10-31,873151350,18.8,-52540100,-5.7,32322720299,114544,-2686,-2.3,3851977,853,3211
4,4,0,NEW,20183050,번 더 스테이지: 더 무비,2018-11-15,616136000,13.3,616136000,100,616136000,76800,76800,100,76800,243,698
5,5,90,OLD,20186822,너의 췌장을 먹고 싶어,2018-11-15,61253750,1.3,61179750,82675.3,102157750,8615,8606,95622.2,13303,319,532
6,6,-2,OLD,20170513,동네사람들,2018-11-07,49803100,1.1,-25411650,-33.8,3538210762,7007,-3313,-32.1,423779,336,537
7,7,-2,OLD,20182935,출국,2018-11-14,39788100,0.9,3374600,9.3,94030600,5328,498,10.3,12153,254,494
8,8,-2,OLD,20181171,바울,2018-10-31,39605900,0.9,5790450,17.1,1064796600,5191,683,15.2,134676,121,160
9,9,25,OLD,20189869,해피 투게더,2018-11-15,21806500,0.5,21038500,2739.4,39168500,3191,3039,1999.3,5189,240,373
10,10,-3,OLD,20184481,성난황소,2018-11-22,19014000,0.4,-1524000,-7.4,175423000,2322,-202,-8,21403,14,14
1,1,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,2078277410,38.4,292995160,16.4,6167660610,231881,10220,4.6,728594,1577,7577
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1523160660,28.2,486087710,46.9,22051474711,170462,39324,30,2492335,888,3054
3,3,0,OLD,20177538,완벽한 타인,2018-10-31,1096988607,20.3,223837257,25.6,33419708906,128960,14416,12.6,3980937,866,3377
4,4,0,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,384971100,7.1,-231164900,-37.5,1001107100,41901,-34899,-45.4,118701,185,561
5,5,3,OLD,20181171,바울,2018-10-31,59976200,1.1,20370300,51.4,1124772800,7452,2261,43.6,142128,140,189
6,6,0,OLD,20170513,동네사람들,2018-11-07,53783650,1.0,3980550,8,3591994412,7070,63,0.9,430849,324,542
7,7,0,OLD,20182935,출국,2018-11-14,54907200,1.0,15119100,38,148937800,6670,1342,25.2,18823,261,461
8,8,-3,OLD,20186822,너의 췌장을 먹고 싶어,2018-11-15,32623633,0.6,-28630117,-46.7,134781383,3901,-4714,-54.7,17204,309,466
9,9,1,OLD,20184481,성난황소,2018-11-22,24342000,0.5,5328000,28,199765000,2879,557,24,24282,21,22
10,10,-1,OLD,20189869,해피 투게더,2018-11-15,15139900,0.3,-6666600,-30.6,54308400,1992,-1199,-37.6,7181,231,343
1,1,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,3941354410,40.1,1863077000,89.6,10109015020,434010,202129,87.2,1162604,1512,7192
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,2950351360,30.0,1427190700,93.7,25001826071,326368,155906,91.5,2818703,1105,3818
3,3,0,OLD,20177538,완벽한 타인,2018-10-31,1722727168,17.5,625738561,57,35142436074,196946,67986,52.7,4177883,899,3420
4,4,0,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,525626300,5.4,140655200,36.5,1526733400,61237,19336,46.1,179938,200,533
5,5,4,OLD,20184481,성난황소,2018-11-22,212186100,2.2,187844100,771.7,411951100,24098,21219,737,48380,310,495
6,6,2,OLD,20186822,너의 췌장을 먹고 싶어,2018-11-15,69158822,0.7,36535189,112,203940205,8775,4874,124.9,25979,308,418
7,7,0,OLD,20182935,출국,2018-11-14,72817300,0.7,17910100,32.6,221755100,8691,2021,30.3,27514,252,410
8,8,-3,OLD,20181171,바울,2018-10-31,68474900,0.7,8498700,14.2,1193247700,8182,730,9.8,150310,137,194
9,9,-3,OLD,20170513,동네사람들,2018-11-07,61133400,0.6,7349750,13.7,3653127812,7805,735,10.4,438654,281,443
10,10,2,OLD,20183009,로빈슨의 언더워터 어드벤처,2018-11-15,38109300,0.4,31484600,475.3,49676000,4994,3941,374.3,6800,216,245
1,1,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,3217154050,36.5,-724200360,-18.4,13326169070,357249,-76761,-17.7,1519853,1461,6664
2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,2865565300,32.5,-84786060,-2.9,27867391371,319315,-7053,-2.2,3138018,1179,4057
3,3,0,OLD,20177538,완벽한 타인,2018-10-31,1507846650,17.1,-214880518,-12.5,36650282724,172589,-24357,-12.4,4350472,883,3366
4,4,0,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,471385200,5.4,-54241100,-10.3,1998118600,55130,-6107,-10,235068,210,529
5,5,0,OLD,20184481,성난황소,2018-11-22,270673950,3.1,58487850,27.6,682625050,30226,6128,25.4,78606,311,497
6,6,2,OLD,20181171,바울,2018-10-31,83345150,0.9,14870250,21.7,1276592850,9967,1785,21.8,160277,149,202
7,7,0,OLD,20182935,출국,2018-11-14,80276300,0.9,7459000,10.2,302031400,9461,770,8.9,36975,261,401
8,8,-2,OLD,20186822,너의 췌장을 먹고 싶어,2018-11-15,63485300,0.7,-5673522,-8.2,267425505,7903,-872,-9.9,33882,299,400
9,9,0,OLD,20170513,동네사람들,2018-11-07,54318100,0.6,-6815300,-11.1,3707445912,6971,-834,-10.7,445625,278,420
10,10,0,OLD,20183009,로빈슨의 언더워터 어드벤처,2018-11-15,41760000,0.5,3650700,9.6,91436000,5442,448,9,12242,213,235
1,1,1,OLD,20185485,보헤미안 랩소디,2018-10-31,1103435350,39.7,-1762129950,-61.5,28970826721,135596,-183719,-57.5,3273614,1048,4137
2,2,-1,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,721230150,25.9,-2495923900,-77.6,14047399220,88565,-268684,-75.2,1608418,1308,5924
3,3,0,OLD,20177538,완벽한 타인,2018-10-31,604191700,21.7,-903654950,-59.9,37254474424,77444,-95145,-55.1,4427916,849,3434
4,4,0,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,92552900,3.3,-378832300,-80.4,2090671500,10996,-44134,-80.1,246064,167,323
5,5,2,OLD,20182935,출국,2018-11-14,56187450,2.0,-24088850,-30,358218850,7589,-1872,-19.8,44564,259,462
6,6,0,OLD,20181171,바울,2018-10-31,41909750,1.5,-41435400,-49.7,1318502600,5589,-4378,-43.9,165866,137,209
7,7,2,OLD,20170513,동네사람들,2018-11-07,34501050,1.2,-19817050,-36.5,3741946962,4824,-2147,-30.8,450449,286,444
8,8,0,OLD,20186822,너의 췌장을 먹고 싶어,2018-11-15,23512500,0.8,-39972800,-63,290938005,2897,-5006,-63.3,36779,285,408
9,9,0,NEW,20177552,국가부도의 날,2018-11-28,23732000,0.9,23732000,100,26168000,2636,2636,100,3042,8,11
10,10,1,OLD,20189869,해피 투게더,2018-11-15,12004050,0.4,-29606700,-71.2,143822050,1685,-2808,-62.5,17430,204,286
1,1,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1053530350,39.7,-49905000,-4.5,30024357071,130475,-5121,-3.8,3404089,1109,4289
2,2,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,587794350,22.2,-133435800,-18.5,14635193570,72181,-16384,-18.5,1680599,1322,5598
3,3,0,OLD,20177538,완벽한 타인,2018-10-31,544751150,20.5,-59440550,-9.8,37799225574,69729,-7715,-10,4497645,864,3416
4,4,21,OLD,20182669,툴리,2018-11-22,95696000,3.6,94096000,5881,106096000,11866,11666,5833,13166,68,73
5,5,-1,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,87853800,3.3,-4699100,-5.1,2178525300,10530,-466,-4.2,256594,178,318
6,6,-1,OLD,20182935,출국,2018-11-14,60329900,2.3,4142450,7.4,418548750,8204,615,8.1,52768,274,480
7,7,-1,OLD,20181171,바울,2018-10-31,43019850,1.6,1110100,2.6,1361522450,5738,149,2.7,171604,144,225
8,8,-1,OLD,20170513,동네사람들,2018-11-07,28437000,1.1,-6064050,-17.6,3770383962,4147,-677,-14,454596,267,424
9,9,3,OLD,20184481,성난황소,2018-11-22,30882000,1.2,24478000,382.2,719911050,3833,3069,401.7,83203,18,18
10,10,-2,OLD,20186822,너의 췌장을 먹고 싶어,2018-11-15,17886650,0.7,-5625850,-23.9,308824655,2386,-511,-17.6,39165,278,401
1,1,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1227310550,44.5,173780200,16.5,31251667621,153271,22796,17.5,3557360,1164,4866
2,2,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,593846550,21.5,6052200,1,15229040120,75571,3390,4.7,1756170,1204,4924
3,3,0,OLD,20177538,완벽한 타인,2018-10-31,579998500,21.0,35247350,6.5,38379224074,74473,4744,6.8,4572118,874,3587
4,4,1,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,61469600,2.2,-26384200,-30,2239994900,7493,-3037,-28.8,264087,142,240
5,5,1,OLD,20182935,출국,2018-11-14,45094400,1.6,-15235500,-25.3,463643150,6067,-2137,-26,58835,196,369
6,6,1,OLD,20181171,바울,2018-10-31,36668400,1.3,-6351450,-14.8,1398190850,5380,-358,-6.2,176984,148,231
7,7,1,OLD,20170513,동네사람들,2018-11-07,26178800,0.9,-2258200,-7.9,3796562762,3969,-178,-4.3,458565,231,382
8,8,5,OLD,20177552,국가부도의 날,2018-11-28,20285000,0.7,12134000,148.9,54604000,2888,1973,215.6,6845,19,19
9,9,1,OLD,20186822,너의 췌장을 먹고 싶어,2018-11-15,17738100,0.6,-148550,-0.8,326562755,2429,43,1.8,41594,227,297
10,10,1,OLD,20189869,해피 투게더,2018-11-15,14197000,0.5,4558200,47.3,167657850,2091,623,42.4,20989,164,211
1,1,12,OLD,20184481,성난황소,2018-11-22,1063308250,32.1,1052168950,9445.6,1794358600,135764,134419,9994,220312,978,4455
2,2,-1,OLD,20185485,보헤미안 랩소디,2018-10-31,1071685650,32.3,-155624900,-12.7,32323353271,131665,-21606,-14.1,3689025,1026,4061
3,3,-1,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,415593750,12.5,-178252800,-30,15644633870,51520,-24051,-31.8,1807690,839,2949
4,4,-1,OLD,20177538,완벽한 타인,2018-10-31,403286450,12.2,-176712050,-30.5,38782510524,51202,-23271,-31.2,4623320,675,2432
5,5,10,OLD,20183073,베일리 어게인,2018-11-22,58970800,1.8,50907400,631.3,77459100,7146,6440,912.2,8964,156,581
6,6,-2,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,41740700,1.3,-19728900,-32.1,2281735600,4970,-2523,-33.7,269057,113,163
7,7,-1,OLD,20181171,바울,2018-10-31,33276100,1.0,-3392300,-9.3,1431466950,4512,-868,-16.1,181496,113,158
8,8,-3,OLD,20182935,출국,2018-11-14,31453050,0.9,-13641350,-30.3,495096200,3728,-2339,-38.6,62563,65,102
9,9,-1,OLD,20177552,국가부도의 날,2018-11-28,33167000,1.0,12882000,63.5,87771000,3663,775,26.8,10508,18,19
10,10,0,NEW,20182669,툴리,2018-11-22,26844400,0.8,26844400,100,132940400,3020,3020,100,16186,135,314
1,1,1,OLD,20185485,보헤미안 랩소디,2018-10-31,1699394218,37.3,627708568,58.6,34022747489,189644,57979,44,3878669,1054,4344
2,2,-1,OLD,20184481,성난황소,2018-11-22,1309860882,28.8,246552632,23.2,3104219482,151350,15586,11.5,371662,987,4558
3,3,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,646810582,14.2,231216832,55.6,16291444452,74067,22547,43.8,1881757,843,2993
4,4,0,OLD,20177538,완벽한 타인,2018-10-31,555013400,12.2,151726950,37.6,39337523924,63772,12570,24.5,4687092,719,2550
5,5,0,OLD,20183073,베일리 어게인,2018-11-22,63614600,1.4,4643800,7.9,141073700,7312,166,2.3,16276,160,590
6,6,0,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,47549500,1.0,5808800,13.9,2329285100,5293,323,6.5,274350,118,172
7,7,0,OLD,20181171,바울,2018-10-31,37366750,0.8,4090650,12.3,1468833700,4694,182,4,186190,117,160
8,8,0,OLD,20182935,출국,2018-11-14,18875450,0.4,-12577600,-40,513971650,2416,-1312,-35.2,64979,66,110
9,9,0,OLD,20177552,국가부도의 날,2018-11-28,21690000,0.5,-11477000,-34.6,109461000,2410,-1253,-34.2,12918,14,14
10,10,0,OLD,20182669,툴리,2018-11-22,21255000,0.5,-5589400,-20.8,154195400,2356,-664,-22,18542,131,283
1,1,0,OLD,20185485,보헤미안 랩소디,2018-10-31,3612363296,40.0,1912969078,112.6,37635110785,395504,205860,108.6,4274173,1136,5013
2,2,0,OLD,20184481,성난황소,2018-11-22,2499051604,27.7,1189190722,90.8,5603271086,282197,130847,86.5,653859,1006,4676
3,3,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,1371082004,15.2,724271422,112,17662526456,152406,78339,105.8,2034163,825,2964
4,4,0,OLD,20177538,완벽한 타인,2018-10-31,977762250,10.8,422748850,76.2,40315286174,109493,45721,71.7,4796585,731,2641
5,5,0,OLD,20183073,베일리 어게인,2018-11-22,134448900,1.5,70834300,111.3,275522600,14942,7630,104.3,31218,170,543
6,6,0,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,105269800,1.2,57720300,121.4,2434554900,12407,7114,134.4,286757,135,202
7,7,0,OLD,20181171,바울,2018-10-31,56298800,0.6,18932050,50.7,1525132500,6580,1886,40.2,192770,125,174
8,8,6,OLD,20183043,캡틴 샤키,2018-11-22,29169900,0.3,23343750,400.7,48392900,3878,2803,260.7,6635,173,200
9,9,8,OLD,20184514,꼬마비행기 피티와 친구들:사막구출 대작전,2018-11-22,25550000,0.3,19935050,355,39758950,3268,2421,285.8,5465,204,235
10,10,-2,OLD,20182935,출국,2018-11-14,27439150,0.3,8563700,45.4,541410800,3260,844,34.9,68239,61,106
1,1,0,OLD,20185485,보헤미안 랩소디,2018-10-31,3331716050,40.3,-280647246,-7.8,40966826835,370278,-25226,-6.4,4644451,1121,4946
2,2,0,OLD,20184481,성난황소,2018-11-22,2368503500,28.7,-130548104,-5.2,7971774586,267159,-15038,-5.3,921018,1010,4639
3,3,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,1171958050,14.2,-199123954,-14.5,18834484506,131581,-20825,-13.7,2165744,777,2808
4,4,0,OLD,20177538,완벽한 타인,2018-10-31,827417550,10.0,-150344700,-15.4,41142703724,93769,-15724,-14.4,4890354,721,2546
5,5,0,OLD,20183073,베일리 어게인,2018-11-22,125212900,1.5,-9236000,-6.9,400735500,14036,-906,-6.1,45254,170,533
6,6,0,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,98459700,1.2,-6810100,-6.5,2533014600,11645,-762,-6.1,298402,136,212
7,7,0,OLD,20181171,바울,2018-10-31,73900050,0.9,17601250,31.3,1599032550,8990,2410,36.6,201760,145,184
8,8,0,OLD,20183043,캡틴 샤키,2018-11-22,34522150,0.4,5352250,18.3,82915050,4471,593,15.3,11106,175,205
9,9,0,OLD,20184514,꼬마비행기 피티와 친구들:사막구출 대작전,2018-11-22,30969800,0.4,5419800,21.2,70728750,3948,680,20.8,9413,212,248
10,10,0,OLD,20182935,출국,2018-11-14,26801050,0.3,-638100,-2.3,568211850,3168,-92,-2.8,71407,67,108
1,1,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1096676600,40.5,-2235039450,-67.1,42063503435,135951,-234327,-63.3,4780402,1062,4594
2,2,0,OLD,20184481,성난황소,2018-11-22,756285200,27.9,-1612218300,-68.1,8728059786,96214,-170945,-64,1017232,972,4501
3,3,1,OLD,20177538,완벽한 타인,2018-10-31,315993550,11.7,-511424000,-61.8,41458697274,40652,-53117,-56.6,4931006,660,2454
4,4,-1,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,286703900,10.6,-885254150,-75.5,19121188406,35476,-96105,-73,2201220,714,2525
5,5,0,NEW,20179230,도어락,2018-12-05,48523000,1.8,48523000,100,58119000,7433,7433,100,8843,44,44
6,6,-1,OLD,20183073,베일리 어게인,2018-11-22,40105800,1.5,-85107100,-68,440841300,5041,-8995,-64.1,50295,154,516
7,7,0,OLD,20181171,바울,2018-10-31,27000650,1.0,-46899400,-63.5,1626033200,3535,-5455,-60.7,205295,115,172
8,8,-2,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,20588700,0.8,-77871000,-79.1,2553603300,2462,-9183,-78.9,300864,111,157
9,9,3,OLD,20182669,툴리,2018-11-22,14089800,0.5,-10649200,-43,221730700,1804,-878,-32.7,26129,125,251
10,10,0,OLD,20182935,출국,2018-11-14,11488300,0.4,-15312750,-57.1,579700150,1622,-1546,-48.8,73029,64,108
1,1,0,OLD,20185485,보헤미안 랩소디,2018-10-31,1048715350,41.0,-47961250,-4.4,43112218785,131835,-4116,-3,4912237,1119,4365
2,2,0,OLD,20184481,성난황소,2018-11-22,650848900,25.5,-105436300,-13.9,9378908686,82845,-13369,-13.9,1100077,992,4271
3,3,0,OLD,20177538,완벽한 타인,2018-10-31,296752200,11.6,-19241350,-6.1,41755449474,38368,-2284,-5.6,4969374,681,2386
4,4,0,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,253633250,9.9,-33070650,-11.5,19374821656,32107,-3369,-9.5,2233327,734,2371
